Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENSG00000054148;Q9NRX4,Cytoplasm,,0.672699988,0.327499986,0.1505,0.115199998,0.391299993,0.039999999,0.262199998,0.214100003,0.055,0.025900001
ENSG00000054179;Q9Y5L3,Golgi apparatus,Signal peptide|Transmembrane domain,0.190300003,0.127599999,0.223499998,0.482300013,0.041299999,0.0009,0.389800012,0.418199986,0.570800006,0.041000001
ENSG00000054267;Q4LE39,Nucleus,Nuclear localization signal,0.317099988,0.879499972,0.0669,0.125100002,0.036699999,0.0007,0.057399999,0.025599999,0.022299999,0.001
ENSG00000054392;Q5VTY9,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.185399994,0.102499999,0.0228,0.305099994,0.174199998,0.0052,0.843299985,0.133200005,0.529999971,0.0298
ENSG00000054983;P54803,Extracellular,Signal peptide,0.206499994,0.145099998,0.860800028,0.328599989,0.066799998,0.030999999,0.473399997,0.391799986,0.358200014,0.0083
ENSG00000055483;Q9P275,Nucleus,Nuclear localization signal,0.382999986,0.927200019,0.032299999,0.115199998,0.0186,0.0028,0.058499999,0.034000002,0.061000001,0.0129
ENSG00000055609;Q8NEZ4,Nucleus,Nuclear localization signal,0.282799989,0.925000012,0.025599999,0.026699999,0.068999998,0.039999999,0.070500001,0.019300001,0.091799997,0.0008
ENSG00000056998;O15488,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.595899999,0.52670002,0.007,0.276600003,0.267800003,0.018300001,0.285699993,0.586000025,0.370799989,0.02
ENSG00000057252;P35610,Endoplasmic reticulum,Transmembrane domain,0.057399999,0.0845,0.0043,0.228200004,0.059599999,0.217500001,0.729799986,0.072999999,0.478899986,0.0656
ENSG00000058056;Q92995,Cytoplasm|Nucleus,Nuclear export signal,0.74180001,0.777400017,0.0143,0.096799999,0.068800002,0.0101,0.180000007,0.242200002,0.264299989,0.0063
ENSG00000058600;Q9NVU0,Nucleus,Nuclear localization signal|Nuclear export signal,0.342799991,0.892099977,0.062100001,0.069899999,0.095899999,0.0062,0.048500001,0.107000001,0.124399997,0.0005
ENSG00000058668;P23634,Cell membrane,Signal peptide|Transmembrane domain,0.150199994,0.102300003,0.0135,0.815599978,0.0493,0.001,0.533699989,0.450899988,0.50999999,0.0095
ENSG00000058804;Q9BTX1,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.120999999,0.180999994,0.0086,0.419,0.154799998,0.0207,0.760999978,0.228699997,0.447899997,0.0251
ENSG00000058866;P49619,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.686399996,0.497399986,0.022299999,0.50849998,0.198500007,0.0042,0.403299987,0.163699999,0.274199992,0.0218
ENSG00000059377;P24557,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.122299999,0.052200001,0.051600002,0.147,0.125400007,0.0515,0.876100004,0.118500002,0.173299998,0.033
ENSG00000059378;Q9H0J9,Cytoplasm|Nucleus,Nuclear export signal,0.571399987,0.610000014,0.154699996,0.065399997,0.125599995,0.0051,0.127700001,0.187900007,0.064400002,0.0063
ENSG00000059573;P54886,Mitochondrion,Mitochondrial transit peptide,0.395799994,0.240099996,0.041200001,0.066,0.816500008,0.129700005,0.062899999,0.033599999,0.068800002,0.107000001
ENSG00000059588;Q13395,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.586199999,0.529100001,0.056699999,0.263500005,0.214499995,0.0028,0.329699993,0.240099996,0.306100011,0.0119
ENSG00000059804;P11169,Cell membrane,Transmembrane domain,0.139300004,0.070200004,0.017999999,0.922299981,0.094300002,0.0029,0.160400003,0.495200008,0.286000013,0.0163
ENSG00000060642;Q9NUD9,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.136899993,0.247700006,0.0148,0.258700013,0.220799997,0.0007,0.856299996,0.137600005,0.263799995,0.0195
ENSG00000060762;Q9Y5U8,Mitochondrion,,0.091899998,0.036800001,0.053100001,0.185399994,0.863200009,0.196700007,0.377799988,0.099100001,0.207000002,0.444400012
ENSG00000060971;P09110,Mitochondrion,Mitochondrial transit peptide,0.216900006,0.1149,0.154799998,0.091499999,0.921199977,0.0079,0.068400003,0.095600002,0.080200002,0.632099986
ENSG00000060982;P54687,Cytoplasm,Peroxisomal targeting signal,0.893700004,0.254999995,0.0023,0.059900001,0.203299999,0.0075,0.222200006,0.118699998,0.150099993,0.173099995
ENSG00000061918;Q02153,Cytoplasm,Nuclear export signal,0.666299999,0.361299992,0.041299999,0.324900001,0.422500014,0.0074,0.197899997,0.168099999,0.218199998,0.039799999
ENSG00000062282;Q96PD7,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.185699999,0.105999999,0.023700001,0.200499997,0.1875,0.0082,0.913399994,0.135499999,0.272000015,0.0262
ENSG00000062485;O75390,Mitochondrion,Mitochondrial transit peptide,0.172000006,0.086599998,0.0252,0.100900002,0.909799993,0.0286,0.047800001,0.0579,0.084399998,0.142000005
ENSG00000062822;P28340,Nucleus,Nuclear localization signal,0.311199993,0.862999976,0.115800001,0.081500001,0.377799988,0.0008,0.092299998,0.165700004,0.085900001,0.0151
ENSG00000063176;Q9NRA0,Cytoplasm|Cell membrane,Nuclear localization signal,0.715399981,0.366400003,0.082599998,0.556699991,0.275000006,0.0007,0.392500013,0.555700004,0.44600001,0.0111
ENSG00000063601;Q13613,Cytoplasm,,0.700999975,0.284799993,0.090300001,0.411000013,0.091399997,0.0008,0.3477,0.427100003,0.288700014,0.0092
ENSG00000063854;Q16775,Mitochondrion,Mitochondrial transit peptide,0.233999997,0.242899999,0.146400005,0.085199997,0.859700024,0.0175,0.097499996,0.073600002,0.093500003,0.030999999
ENSG00000064225;Q9Y274,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.226699993,0.183699995,0.32100001,0.122199997,0.179900005,0.0048,0.63440001,0.191499993,0.851400018,0.0039
ENSG00000064270;O75185,Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.195199996,0.0832,0.026699999,0.454400003,0.107299998,0.0025,0.504800022,0.578700006,0.650399983,0.019200001
ENSG00000064601;P10619,Extracellular|Lysosome/Vacuole,Signal peptide,0.170599997,0.113899998,0.683000028,0.199100003,0.056400001,0.0139,0.584599972,0.605099976,0.294099987,0.033399999
ENSG00000064651;P55011,Cell membrane,Transmembrane domain,0.195800006,0.137700006,0.0277,0.775200009,0.125200003,0.002,0.165299997,0.469799995,0.273200005,0.0021
ENSG00000064763;Q96K12,Endoplasmic reticulum|Peroxisome,Peroxisomal targeting signal,0.095700003,0.093699999,0.057399999,0.265300006,0.328999996,0.039700001,0.711300015,0.208000004,0.253899992,0.758599997
ENSG00000065154;P04181,Mitochondrion,Mitochondrial transit peptide,0.120499998,0.108000003,0.031199999,0.067699999,0.954999983,0.098300003,0.0296,0.064000003,0.037500001,0.071099997
ENSG00000065357;P23743,Cytoplasm,Nuclear export signal,0.712499976,0.371499985,0.034299999,0.397799999,0.171100006,0.0084,0.341399997,0.172999993,0.339399993,0.0184
ENSG00000065427;Q15046,Cytoplasm,Nuclear localization signal,0.637799978,0.486000001,0.136500001,0.1611,0.349999994,0.004,0.253100008,0.049699999,0.114699997,0.0088
ENSG00000065485;Q14554,Endoplasmic reticulum,Signal peptide,0.266799986,0.189899996,0.222900003,0.234699994,0.140100002,0.0026,0.971199989,0.25029999,0.352699995,0.0174
ENSG00000065518;O95168,Mitochondrion,Transmembrane domain|Mitochondrial transit peptide,0.061099999,0.149200007,0.0195,0.050799999,0.906000018,0.0394,0.253100008,0.110200003,0.078299999,0.019400001
ENSG00000065534;Q15746,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.785600007,0.4815,0.083400004,0.447699994,0.0458,0.0063,0.128199995,0.070100002,0.209700003,0.0012
ENSG00000065615;Q7L1T6,Cytoplasm,Nuclear export signal,0.596300006,0.400700003,0.0122,0.104199998,0.174199998,0.001,0.326700002,0.186199993,0.250499994,0.054200001
ENSG00000065621;Q9H4Y5,Cytoplasm,,0.719099998,0.498899996,0.0031,0.069799997,0.207900003,0.050299998,0.131200001,0.191499993,0.475499988,0.163299993
ENSG00000065833;P48163,Cytoplasm,,0.778699994,0.405200005,0.0254,0.161200002,0.335799992,0.0078,0.209299996,0.142100006,0.150600001,0.015699999
ENSG00000065911;P13995,Mitochondrion,Mitochondrial transit peptide,0.149900004,0.089500003,0.088200003,0.067100003,0.873899996,0.1259,0.079499997,0.047600001,0.084799998,0.161599994
ENSG00000065923;Q96T83,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.111900002,0.114299998,0.0109,0.627399981,0.083800003,0.0027,0.395700008,0.6074,0.595899999,0.051199999
ENSG00000065989;P27815,Cytoplasm|Cell membrane,Nuclear export signal,0.675999999,0.376300007,0.030300001,0.530600011,0.1919,0.0007,0.323799998,0.439900011,0.371100008,0.0262
ENSG00000066230;P48764,Cell membrane,Transmembrane domain,0.102799997,0.115900002,0.057700001,0.753700018,0.156599998,0.0051,0.268999994,0.4833,0.39320001,0.0162
ENSG00000066322;Q9BW60,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.0495,0.054200001,0.0197,0.285600007,0.159400001,0.0149,0.799899995,0.128399998,0.237100005,0.115400001
ENSG00000066379;Q9P1U0,Cytoplasm|Nucleus,Nuclear localization signal,0.710699975,0.71359998,0.0154,0.138799995,0.44749999,0.0071,0.147300005,0.167899996,0.072499998,0.014
ENSG00000066651;Q7Z4G4,Cytoplasm|Nucleus,Nuclear localization signal,0.64139998,0.67809999,0.016000001,0.148300007,0.1778,0.044199999,0.227500007,0.037900001,0.133300006,0.0022
ENSG00000066813;Q68CK6,Mitochondrion,Mitochondrial transit peptide,0.1382,0.174999997,0.069600001,0.205300003,0.923099995,0.0111,0.070200004,0.087399997,0.063000001,0.118500002
ENSG00000066926;P22830,Mitochondrion,Mitochondrial transit peptide,0.290399998,0.166199997,0.113200001,0.148200005,0.876800001,0.0298,0.156599998,0.085500002,0.136899993,0.0814
ENSG00000067057;Q01813,Cytoplasm,Nuclear localization signal,0.781799972,0.210800007,0.0175,0.307700008,0.400099993,0.0114,0.187700003,0.1149,0.097400002,0.0196
ENSG00000067064;Q13907,Cytoplasm,Peroxisomal targeting signal,0.709299982,0.520799994,0.0022,0.0493,0.201299995,0.0016,0.305299997,0.0093,0.0473,0.697399974
ENSG00000067113;O14494,Cell membrane|Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.076099999,0.080700003,0.133100003,0.612200022,0.096299998,0.0583,0.648000002,0.316799998,0.421499997,0.0255
ENSG00000067177;P46020,Cytoplasm,Nuclear export signal,0.641900003,0.382499993,0.0209,0.181600004,0.120999999,0.0025,0.296900004,0.357499987,0.453900009,0.0075
ENSG00000067225;P14618,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.804899991,0.479699999,0.052700002,0.2289,0.264600009,0.0156,0.167699993,0.328999996,0.3125,0.0079
ENSG00000067365;Q9BUU2,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.641200006,0.497200012,0.0669,0.229599997,0.25909999,0.0015,0.122199997,0.278699994,0.531199992,0.034200002
ENSG00000067829;P51553,Mitochondrion,Mitochondrial transit peptide,0.219899997,0.184400007,0.080300003,0.099600002,0.898999989,0.0188,0.106200002,0.054900002,0.119800001,0.123999998
ENSG00000067840;Q76G19,Cytoplasm|Nucleus,Nuclear localization signal,0.665400028,0.528400004,0.0133,0.166999996,0.104800001,0.0008,0.159899995,0.039500002,0.064499997,0.0009
ENSG00000067842;Q16720,Cell membrane,Transmembrane domain,0.135800004,0.094999999,0.0135,0.831499994,0.054000001,0.0013,0.509199977,0.476300001,0.469700009,0.009
ENSG00000067992;Q15120,Mitochondrion,Mitochondrial transit peptide,0.245800003,0.180500001,0.020400001,0.105300002,0.750199974,0.0178,0.118600003,0.200800002,0.0682,0.071699999
ENSG00000068001;Q12891,Cell membrane,,0.174400002,0.073899999,0.621699989,0.666800022,0.147599995,0.0075,0.338800013,0.48120001,0.404300004,0.022399999
ENSG00000068120;Q13057,Cytoplasm,,0.7676,0.49000001,0.012,0.0273,0.539799988,0.069200002,0.107500002,0.185599998,0.145199999,0.111400001
ENSG00000068308;Q96G74,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.649600029,0.6796,0.0175,0.276199996,0.112000003,0.0009,0.219300002,0.177300006,0.200800002,0.0117
ENSG00000068366;O60488,Cell membrane|Endoplasmic reticulum,Transmembrane domain,0.206300005,0.174099997,0.045899998,0.607200027,0.330300003,0.055199999,0.80309999,0.237399995,0.42019999,0.137099996
ENSG00000068383;Q14642,Cell membrane,,0.437400013,0.326999992,0.0557,0.550899982,0.263500005,0.0023,0.386900008,0.440899998,0.399500012,0.141800001
ENSG00000068438;Q9UET6,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.519400001,0.715300024,0.0274,0.177900001,0.243499994,0.0029,0.079300001,0.087099999,0.136899993,0.0035
ENSG00000068650;P98196,Cell membrane|Endoplasmic reticulum|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.266799986,0.147799999,0.0151,0.732800007,0.066799998,0.0018,0.658900023,0.774399996,0.610599995,0.007
ENSG00000068654;O95602,Nucleus,Nuclear localization signal,0.353100002,0.781099975,0.031199999,0.0381,0.047699999,0.0118,0.034000002,0.068000004,0.0166,0.0073
ENSG00000068745;Q9UHH9,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.642199993,0.691600025,0.050799999,0.180099994,0.432999998,0.0078,0.131200001,0.128900006,0.089599997,0.0015
ENSG00000068903;Q8IXJ6,Cytoplasm|Nucleus,Nuclear export signal,0.757000029,0.629999995,0.022700001,0.066100001,0.309199989,0.0019,0.301600009,0.173099995,0.135700002,0.0125
ENSG00000068976;P11217,Cytoplasm,Peroxisomal targeting signal,0.606999993,0.325599998,0.287900001,0.203799993,0.3741,0.2051,0.0317,0.273699999,0.211199999,0.346199989
ENSG00000069248;Q8WUM0,Nucleus,Nuclear localization signal|Nuclear export signal,0.437599987,0.713199973,0.0381,0.088699996,0.089000002,0.0025,0.129600003,0.228200004,0.325700015,0.0039
ENSG00000069431;O60706,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.110699996,0.117299996,0.0186,0.769500017,0.0832,0.022299999,0.375499994,0.780399978,0.472499996,0.020099999
ENSG00000069535;P27338,Mitochondrion|Peroxisome,Peroxisomal targeting signal,0.1972,0.118299998,0.105099998,0.104699999,0.784300029,0.157700002,0.364899993,0.29429999,0.364100009,0.787100017
ENSG00000069667;P35398,Cytoplasm|Nucleus,Nuclear localization signal,0.545400023,0.883400023,0.029200001,0.095200002,0.134000003,0.0025,0.094400004,0.090999998,0.097199999,0.0003
ENSG00000069764;O15496,Extracellular,Signal peptide,0.178299993,0.121699996,0.822399974,0.367300004,0.142399997,0.0021,0.232299998,0.409200013,0.225600004,0.0189
ENSG00000069849;P54709,Cell membrane,Transmembrane domain,0.140599996,0.1021,0.0252,0.662100017,0.072099999,0.0106,0.211700007,0.378399998,0.2289,0.001
ENSG00000069869;P46934,Cytoplasm,Nuclear export signal,0.74940002,0.424800009,0.033799998,0.256000012,0.134900004,0.0075,0.070299998,0.192599997,0.218400002,0.034699999
ENSG00000069943;Q92521,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.135499999,0.201000005,0.034499999,0.198100001,0.210999995,0.0125,0.855499983,0.126100004,0.43689999,0.018999999
ENSG00000070019;P25092,Cell membrane,Signal peptide|Transmembrane domain,0.181999996,0.120999999,0.0638,0.77609998,0.0691,0.0102,0.469399989,0.444499999,0.249699995,0.0144
ENSG00000070214;Q8WWI5,Cell membrane,Signal peptide|Transmembrane domain,0.096299998,0.065899998,0.0449,0.861899972,0.2227,0.0473,0.622200012,0.547900021,0.546700001,0.071099997
ENSG00000070423;Q9BV68,Cytoplasm|Nucleus,Nuclear export signal,0.630800009,0.683499992,0.047200002,0.071800001,0.295300007,0.0079,0.529299974,0.085500002,0.460999995,0.0178
ENSG00000070501;P06746,Cytoplasm|Nucleus,Nuclear localization signal,0.540099978,0.718500018,0.0287,0.102600001,0.422699988,0.0073,0.116999999,0.048900001,0.0405,0.0042
ENSG00000070526;Q9NSC7,Extracellular|Golgi apparatus,Signal peptide|Transmembrane domain,0.209800005,0.210199997,0.690400004,0.1118,0.1294,0.0011,0.593100011,0.198400006,0.802200019,0.0154
ENSG00000070610;Q9HCG7,Cytoplasm|Endoplasmic reticulum,,0.505500019,0.313499987,0.056400001,0.1426,0.152099997,0.0066,0.632499993,0.249799997,0.580600023,0.0063
ENSG00000070614;P52848,Golgi apparatus,Signal peptide|Transmembrane domain,0.192300007,0.102300003,0.370599985,0.255499989,0.096299998,0.0053,0.6171,0.29519999,0.899299979,0.0072
ENSG00000070669;P08243,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.723500013,0.423500001,0.0013,0.26699999,0.281899989,0.0678,0.319799989,0.110399999,0.086000003,0.0142
ENSG00000070731;Q9UJ37,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.175899997,0.1787,0.398699999,0.128299996,0.265899986,0.0017,0.679199994,0.310400009,0.888800025,0.0081
ENSG00000070748;P28329,Cytoplasm,Nuclear localization signal,0.560599983,0.524299979,0.086499996,0.2183,0.347499996,0.0136,0.239700004,0.055399999,0.274599999,0.021
ENSG00000070915;P55017,Cell membrane,Transmembrane domain,0.203199998,0.125599995,0.015900001,0.822700024,0.104599997,0.0014,0.164499998,0.465600014,0.195600003,0.0032
ENSG00000070950;Q9NS91,Nucleus,Nuclear localization signal,0.297300011,0.898699999,0.0308,0.067299999,0.108499996,0.0014,0.074000001,0.017100001,0.053300001,0.003
ENSG00000070961;P20020,Cell membrane,Transmembrane domain,0.144600004,0.101099998,0.015,0.85680002,0.0524,0.001,0.50059998,0.441900015,0.45629999,0.0113
ENSG00000071073;Q9UM21,Golgi apparatus,Signal peptide|Transmembrane domain,0.130700007,0.115400001,0.266499996,0.375699997,0.050799999,0.0028,0.426800013,0.157000005,0.94630003,0.008
ENSG00000071462;O43709,Nucleus,Nuclear localization signal,0.46540001,0.692200005,0.094099998,0.0308,0.122900002,0.0026,0.200299993,0.0164,0.112400003,0.0032
ENSG00000071553;Q15904,Endoplasmic reticulum|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.162100002,0.110600002,0.037799999,0.486699998,0.082999997,0.0047,0.806800008,0.754599988,0.461899996,0.042599998
ENSG00000071794;Q14527,Nucleus,Nuclear localization signal,0.237499997,0.938600004,0.0109,0.033100002,0.017200001,0.119900003,0.055399999,0.034899998,0.054000001,0.0036
ENSG00000071967;Q53TN4,Cell membrane|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.166500002,0.093400002,0.074900001,0.797299981,0.050299998,0.0025,0.340000004,0.715200007,0.693499982,0.0056
ENSG00000072041;Q9H2J7,Cell membrane,Transmembrane domain,0.125499994,0.062199999,0.011,0.800599992,0.098200001,0.0146,0.226600006,0.36469999,0.137700006,0.038699999
ENSG00000072042;Q8TC12,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.288500011,0.117600001,0.195099995,0.310200006,0.427399993,0.017899999,0.825399995,0.222200006,0.53640002,0.0156
ENSG00000072062;P17612,Cytoplasm|Cell membrane,Nuclear localization signal|Nuclear export signal,0.725000024,0.487300009,0.130700007,0.529100001,0.2183,0.0166,0.119499996,0.180700004,0.185100004,0.0082
ENSG00000072210;P51648,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.2183,0.134399995,0.201100007,0.35589999,0.309199989,0.116700001,0.799000025,0.120700002,0.248199999,0.216999993
ENSG00000072274;P02786,Cell membrane|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.192599997,0.167300001,0.194499999,0.645500004,0.0416,0.0039,0.327499986,0.61559999,0.713500023,0.0127
ENSG00000072310;P36956,Nucleus|Endoplasmic reticulum,,0.092900001,0.778800011,0.0088,0.0254,0.086499996,0.0042,0.734600008,0.1505,0.316599995,0.022399999
ENSG00000072401;P51668,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.495000005,0.641499996,0.0583,0.201700002,0.1391,0.0101,0.1105,0.237100005,0.300799996,0.109700002
ENSG00000072506;Q99714,Mitochondrion,Mitochondrial transit peptide,0.302100003,0.1787,0.090499997,0.181099996,0.667100012,0.0265,0.022399999,0.056899998,0.027799999,0.222299993
ENSG00000072609;Q96EP1,Nucleus,Nuclear localization signal,0.204999998,0.958599985,0.119099997,0.0137,0.052299999,0.0002,0.054900002,0.037599999,0.0462,0.001
ENSG00000072657;Q9UKU6,Cell membrane,Signal peptide|Transmembrane domain,0.264699996,0.094700001,0.458700001,0.651000023,0.082699999,0.0018,0.307399988,0.395300001,0.538399994,0.112899996
