# Date: 2018-08-21
# Curated Ensembl Gene IDs based extensive pseudogene check
# Some outdated IDs were also remvoed or replaced
ORIGINAL_ENSEMBL	ORIGINAL_ENTREZ	ORIGINAL_NAME	UPDATED_ENSEMBL_IDS	FINAL_ENSEMBL_IDS	NOTES
ENSG00000075673	479	ATP12A	ENSG00000075673	ENSG00000075673	
ENSG00000075975	23609	MKRN2	ENSG00000075975	ENSG00000075975	
ENSG00000076003	4175	MCM6	ENSG00000076003	ENSG00000076003	
ENSG00000076201	25930	PTPN23	ENSG00000076201	ENSG00000076201	
ENSG00000076258	2329	FMO4	ENSG00000076258	ENSG00000076258	
ENSG00000076351	113235	SLC46A1	ENSG00000076351	ENSG00000076351	
ENSG00000076555	32	ACACB	ENSG00000076555	ENSG00000076555	
ENSG00000076685	22978	NT5C2	ENSG00000076685	ENSG00000076685	
ENSG00000076984	5609	MAP2K7	ENSG00000076984	ENSG00000076984	
ENSG00000077009	27231	NMRK2	ENSG00000077009	ENSG00000077009	
ENSG00000077044	8527	DGKD	ENSG00000077044	ENSG00000077044	
ENSG00000077152	29089	UBE2T	ENSG00000077152	ENSG00000077152	
ENSG00000077254	23032	USP33	ENSG00000077254	ENSG00000077254	
ENSG00000077264	5063	PAK3	ENSG00000077264	ENSG00000077264	
ENSG00000077463	51548	SIRT6	ENSG00000077463	ENSG00000077463	
ENSG00000077498	7299	TYR	ENSG00000077498	ENSG00000077498	
ENSG00000077514	10714	POLD3	ENSG00000077514	ENSG00000077514	
ENSG00000077721	7319	UBE2A	ENSG00000077721	ENSG00000077721	
ENSG00000077782	2260	FGFR1	ENSG00000077782	ENSG00000077782	
ENSG00000077800	8468	FKBP6	ENSG00000077800	ENSG00000077800	
ENSG00000078061	369	ARAF	ENSG00000078061	ENSG00000078061	
ENSG00000078070	56922	MCCC1	ENSG00000078070	ENSG00000078070	
ENSG00000078124	55331	ACER3	ENSG00000078124	ENSG00000078124	
ENSG00000078140	3093	UBE2K	ENSG00000078140	ENSG00000078140	
ENSG00000078142	5289	PIK3C3	ENSG00000078142	ENSG00000078142	
ENSG00000078237	57103	C12orf5	ENSG00000078237	ENSG00000078237	
ENSG00000078269	8871	SYNJ2	ENSG00000078269	ENSG00000078269	
ENSG00000078295	108	ADCY2	ENSG00000078295	ENSG00000078295	
ENSG00000078747	83737	ITCH	ENSG00000078747	ENSG00000078747	
ENSG00000078967	51619	UBE2D4	ENSG00000078967	ENSG00000078967	
ENSG00000079150	51661	FKBP7	ENSG00000079150	ENSG00000079150	
ENSG00000079215	6507	SLC1A3	ENSG00000079215	ENSG00000079215	
ENSG00000079277	8569	MKNK1	ENSG00000079277	ENSG00000079277	
ENSG00000079335	8556	CDC14A	ENSG00000079335	ENSG00000079335	
ENSG00000079393	51207	DUSP13	ENSG00000079393	ENSG00000079393	
ENSG00000079435	3991	LIPE	ENSG00000079435	ENSG00000079435	
ENSG00000079459	2222	FDFT1	ENSG00000079459	ENSG00000079459	
ENSG00000079462	5050	PAFAH1B3	ENSG00000079462	ENSG00000079462	
ENSG00000079739	5236	PGM1	ENSG00000079739	ENSG00000079739	
ENSG00000079785	1653	DDX1	ENSG00000079785	ENSG00000079785	
ENSG00000079805	1785	DNM2	ENSG00000079805	ENSG00000079805	
ENSG00000079931	26002	MOXD1	ENSG00000079931	ENSG00000079931	
ENSG00000080007	55510	DDX43	ENSG00000080007	ENSG00000080007	
ENSG00000080031	5794	PTPRH	ENSG00000080031	ENSG00000080031	
ENSG00000080166	1638	DCT	ENSG00000080166	ENSG00000080166	
ENSG00000080224	285220	EPHA6	ENSG00000080224	ENSG00000080224	
ENSG00000080493	8671	SLC4A4	ENSG00000080493	ENSG00000080493	
ENSG00000080511	50700	RDH8	ENSG00000080511	ENSG00000080511	
ENSG00000080802	4850	CNOT4	ENSG00000080802	ENSG00000080802	
ENSG00000080819	1371	CPOX	ENSG00000080819	ENSG00000080819	
ENSG00000080823	5891	MOK	ENSG00000080823	ENSG00000080823	
ENSG00000081181	384	ARG2	ENSG00000081181	ENSG00000081181	
ENSG00000081237	5788	PTPRC	ENSG00000081237	ENSG00000081237	
ENSG00000081320	9262	STK17B	ENSG00000081320	ENSG00000081320	
ENSG00000081377	8555	CDC14B	ENSG00000081377	ENSG00000081377	
ENSG00000081479	4036	LRP2	ENSG00000081479	ENSG00000081479	
ENSG00000081721	11266	DUSP12	ENSG00000081721	ENSG00000081721	
ENSG00000081760	65985	AACS	ENSG00000081760	ENSG00000081760	
ENSG00000081800	6561	SLC13A1	ENSG00000081800	ENSG00000081800	
ENSG00000081913	23239	PHLPP1	ENSG00000081913	ENSG00000081913	
ENSG00000081923	5205	ATP8B1	ENSG00000081923	ENSG00000081923	
ENSG00000082014	6604	SMARCD3	ENSG00000082014	ENSG00000082014	
ENSG00000082212	4200	ME2	ENSG00000082212	ENSG00000082212	
ENSG00000082996	11342	RNF13	ENSG00000082996	ENSG00000082996	
ENSG00000083123	594	BCKDHB	ENSG00000083123	ENSG00000083123	
ENSG00000083168	7994	KAT6A	ENSG00000083168	ENSG00000083168	
ENSG00000083223	79670	ZCCHC6	ENSG00000083223	ENSG00000083223	
ENSG00000083290	9706	ULK2	ENSG00000083290	ENSG00000083290	
ENSG00000083444	5351	PLOD1	ENSG00000083444	ENSG00000083444	
ENSG00000083720	5019	OXCT1	ENSG00000083720	ENSG00000083720	
ENSG00000083799	1540	CYLD	ENSG00000083799	ENSG00000083799	
ENSG00000083807	10998	SLC27A5	ENSG00000083807	ENSG00000083807	
ENSG00000084072	10450	PPIE	ENSG00000084072	ENSG00000084072	
ENSG00000084090	56910	STARD7	ENSG00000084090	ENSG00000084090	
ENSG00000084110	3034	HAL	ENSG00000084110	ENSG00000084110	
ENSG00000084112	54434	SSH1	ENSG00000084112	ENSG00000084112	
ENSG00000084207	2950	GSTP1	ENSG00000084207	ENSG00000084207	
ENSG00000084453	6579	SLCO1A2	ENSG00000084453	ENSG00000084453	
ENSG00000084676	8648	NCOA1	ENSG00000084676	ENSG00000084676	
ENSG00000084754	3030	HADHA	ENSG00000084754	ENSG00000084754	
ENSG00000084774	790	CAD	ENSG00000084774	ENSG00000084774	
ENSG00000085224	546	ATRX	ENSG00000085224	ENSG00000085224	
ENSG00000085231	6880	TAF9	ENSG00000085231	ENSG00000085231	
ENSG00000085377	5550	PREP	ENSG00000085377	ENSG00000085377	
ENSG00000085382	57531	HACE1	ENSG00000085382	ENSG00000085382	
ENSG00000085511	4216	MAP3K4	ENSG00000085511	ENSG00000085511	
ENSG00000085662	231	AKR1B1	ENSG00000085662	ENSG00000085662	
ENSG00000085871	4258	MGST2	ENSG00000085871	ENSG00000085871	
ENSG00000085982	55230	USP40	ENSG00000085982	ENSG00000085982	
ENSG00000085998	55624	POMGNT1	ENSG00000085998	ENSG00000085998	
ENSG00000086015	23139	MAST2	ENSG00000086015	ENSG00000086015	
ENSG00000086062	2683	B4GALT1	ENSG00000086062	ENSG00000086062	
ENSG00000086159	363	AQP6	ENSG00000086159	ENSG00000086159	
ENSG00000086232	27102	EIF2AK1	ENSG00000086232	ENSG00000086232	
ENSG00000086475	22929	SEPHS1	ENSG00000086475	ENSG00000086475	
ENSG00000086544	80271	ITPKC	ENSG00000086544	ENSG00000086544	
ENSG00000086696	3294	HSD17B2	ENSG00000086696	ENSG00000086696	
ENSG00000086717	5475	PPEF1	ENSG00000086717	ENSG00000086717	
ENSG00000086758	10075	HUWE1	ENSG00000086758	ENSG00000086758	
ENSG00000086848	79796	ALG9	ENSG00000086848	ENSG00000086848	
ENSG00000087008	8310	ACOX3	ENSG00000087008	ENSG00000087008	
ENSG00000087053	8898	MTMR2	ENSG00000087053	ENSG00000087053	
ENSG00000087076	51171	HSD17B14	ENSG00000087076	ENSG00000087076	
ENSG00000087085	43	ACHE	ENSG00000087085	ENSG00000087085	
ENSG00000087095	51701	NLK	ENSG00000087095	ENSG00000087095	
ENSG00000087111	94005	PIGS	ENSG00000087111	ENSG00000087111	
ENSG00000087157	9489	PGS1	ENSG00000087157	ENSG00000087157	
ENSG00000087253	54947	LPCAT2	ENSG00000087253	ENSG00000087253	
ENSG00000087299	79944	L2HGDH	ENSG00000087299	ENSG00000087299	
ENSG00000087470	10059	DNM1L	ENSG00000087470	ENSG00000087470	
ENSG00000087586	6790	AURKA	ENSG00000087586	ENSG00000087586	
ENSG00000087916	11254	SLC6A14	ENSG00000268104	ENSG00000268104	Updated Ensembl ID
ENSG00000087995	339175	METTL2A	ENSG00000087995	ENSG00000087995	
ENSG00000088002	6820	SULT2B1	ENSG00000088002	ENSG00000088002	
ENSG00000088035	29929	ALG6	ENSG00000088035	ENSG00000088035	
ENSG00000088179	5775	PTPN4	ENSG00000088179	ENSG00000088179	
ENSG00000088205	8886	DDX18	ENSG00000088205	ENSG00000088205	
ENSG00000088305	1789	DNMT3B	ENSG00000088305	ENSG00000088305	
ENSG00000088386	6564	SLC15A1	ENSG00000088386	ENSG00000088386	
ENSG00000088451	23483	TGDS	ENSG00000088451	ENSG00000088451	
ENSG00000088766	54675	CRLS1	ENSG00000088766	ENSG00000088766	
ENSG00000088826	54498	SMOX	ENSG00000088826	ENSG00000088826	
ENSG00000088832	2280	FKBP1A	ENSG00000088832	ENSG00000088832	
ENSG00000089022	8550	MAPKAPK5	ENSG00000089022	ENSG00000089022	
ENSG00000089057	9962	SLC23A2	ENSG00000089057	ENSG00000089057	
ENSG00000089060	80024	SLC24A6	ENSG00000089060	ENSG00000089060	
ENSG00000089234	8315	BRAP	ENSG00000089234	ENSG00000089234	
ENSG00000089250	4842	NOS1	ENSG00000089250	ENSG00000089250	
ENSG00000089472	9843	HEPH	ENSG00000089472	ENSG00000089472	
ENSG00000089597	23193	GANAB	ENSG00000089597	ENSG00000089597	
ENSG00000089737	57062	DDX24	ENSG00000089737	ENSG00000089737	
ENSG00000090013	645	BLVRB	ENSG00000090013	ENSG00000090013	
ENSG00000090020	6548	SLC9A1	ENSG00000090020	ENSG00000090020	
ENSG00000090054	10558	SPTLC1	ENSG00000090054	ENSG00000090054	
ENSG00000090060	10914	PAPOLA	ENSG00000090060	ENSG00000090060	
ENSG00000090266	4708	NDUFB2	ENSG00000090266	ENSG00000090266	
ENSG00000090376	11213	IRAK3	ENSG00000090376	ENSG00000090376	
ENSG00000090402	6476	SI	ENSG00000090402	ENSG00000090402	
ENSG00000090432	79594	MUL1	ENSG00000090432	ENSG00000090432	
ENSG00000090661	79603	CERS4	ENSG00000090661	ENSG00000090661	
ENSG00000090686	84196	USP48	ENSG00000090686	ENSG00000090686	
ENSG00000090857	55066	PDPR	ENSG00000090857	ENSG00000090857	
ENSG00000090861	16	AARS	ENSG00000090861	ENSG00000090861	
ENSG00000090971	57106	NAT14	ENSG00000090971	ENSG00000090971	
ENSG00000091137	5172	SLC26A4	ENSG00000091137	ENSG00000091137	
ENSG00000091138	1811	SLC26A3	ENSG00000091138	ENSG00000091138	
ENSG00000091140	1738	DLD	ENSG00000091140	ENSG00000091140	
ENSG00000091436	51776	ZAK	ENSG00000091436	ENSG00000091436	
ENSG00000091483	2271	FH	ENSG00000091483	ENSG00000091483	
ENSG00000091664	57084	SLC17A6	ENSG00000091664	ENSG00000091664	
ENSG00000091704	1357	CPA1	ENSG00000091704	ENSG00000091704	
ENSG00000092009	1215	CMA1	ENSG00000092009	ENSG00000092009	
ENSG00000092068	23428	SLC7A8	ENSG00000092068	ENSG00000092068	
ENSG00000092098	55072	RNF31	ENSG00000092098	ENSG00000092098	
ENSG00000092148	25831	HECTD1	ENSG00000092148	ENSG00000092148	
ENSG00000092295	7051	TGM1	ENSG00000092295	ENSG00000092295	
ENSG00000092439	54822	TRPM7	ENSG00000092439	ENSG00000092439	
ENSG00000092445	7301	TYRO3	ENSG00000092445	ENSG00000092445	
ENSG00000092529	825	CAPN3	ENSG00000092529	ENSG00000092529	
ENSG00000092621	26227	PHGDH	ENSG00000092621	ENSG00000092621	
ENSG00000092964	1808	DPYSL2	ENSG00000092964	ENSG00000092964	
ENSG00000093000	10762	NUP50	ENSG00000093000	ENSG00000093000	
ENSG00000093010	1312	COMT	ENSG00000093010	ENSG00000093010	
ENSG00000093072	51816	CECR1	ENSG00000093072	ENSG00000093072	
ENSG00000093134	55350	VNN3	ENSG00000093134	ENSG00000093134	
ENSG00000093217	9942	XYLB	ENSG00000093217	ENSG00000093217	
ENSG00000094841	139596	UPRT	ENSG00000094841	ENSG00000094841	
ENSG00000094963	2327	FMO2	ENSG00000094963	ENSG00000094963	
ENSG00000095015	4214	MAP3K1	ENSG00000095015	ENSG00000095015	
ENSG00000095059	1725	DHPS	ENSG00000095059	ENSG00000095059	
ENSG00000095139	372	ARCN1	ENSG00000095139	ENSG00000095139	
ENSG00000095303	5742	PTGS1	ENSG00000095303	ENSG00000095303	
ENSG00000095319	23511	NUP188	ENSG00000095319	ENSG00000095319	
ENSG00000095321	1384	CRAT	ENSG00000095321	ENSG00000095321	
ENSG00000095380	54187	NANS	ENSG00000095380	ENSG00000095380	
ENSG00000095464	5146	PDE6C	ENSG00000095464	ENSG00000095464	
ENSG00000095596	1592	CYP26A1	ENSG00000095596	ENSG00000095596	
ENSG00000095777	53904	MYO3A	ENSG00000095777	ENSG00000095777	
ENSG00000095917	23430	TPSD1	ENSG00000095917	ENSG00000095917	
ENSG00000096006	10321	CRISP3	ENSG00000096006	ENSG00000096006	
ENSG00000096060	2289	FKBP5	ENSG00000096060	ENSG00000096060	
ENSG00000096063	6732	SRPK1	ENSG00000096063	ENSG00000096063	
ENSG00000096717	23411	SIRT1	ENSG00000096717	ENSG00000096717	
ENSG00000096968	3717	JAK2	ENSG00000096968	ENSG00000096968	
ENSG00000097007	25	ABL1	ENSG00000097007	ENSG00000097007	
ENSG00000097021	11332	ACOT7	ENSG00000097021	ENSG00000097021	
ENSG00000097033	51100	SH3GLB1	ENSG00000097033	ENSG00000097033	
ENSG00000097046	8317	CDC7	ENSG00000097046	ENSG00000097046	
ENSG00000099194	6319	SCD	ENSG00000099194	ENSG00000099194	
ENSG00000099251	158160	HSD17B7P2	ENSG00000099251		hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2
ENSG00000099308	23031	MAST3	ENSG00000099308	ENSG00000099308	
ENSG00000099377	80270	HSD3B7	ENSG00000099377	ENSG00000099377	
ENSG00000099381	9739	SETD1A	ENSG00000099381	ENSG00000099381	
ENSG00000099624	513	ATP5D	ENSG00000099624	ENSG00000099624	
ENSG00000099725	5616	PRKY	ENSG00000099725		protein kinase Y-linked (pseudogene)
ENSG00000099785	51257	MARCH2	ENSG00000099785	ENSG00000099785	
ENSG00000099795	4713	NDUFB7	ENSG00000099795	ENSG00000099795	
ENSG00000099797	9524	TECR	ENSG00000099797	ENSG00000099797	
ENSG00000099804	997	CDC34	ENSG00000099804	ENSG00000099804	
ENSG00000099810	4507	MTAP	ENSG00000099810	ENSG00000099810	
ENSG00000099817	5434	POLR2E	ENSG00000099817	ENSG00000099817	
ENSG00000099821	5442	POLRMT	ENSG00000099821	ENSG00000099821	
ENSG00000099875	2872	MKNK2	ENSG00000099875	ENSG00000099875	
ENSG00000099904	29801	ZDHHC8	ENSG00000099904	ENSG00000099904	
ENSG00000099984	2953	GSTT2	ENSG00000099984	ENSG00000099984	glutathione S-transferase theta 2 (gene/pseudogene) [Polymorphic pseudogene]
ENSG00000099998	2687	GGT5	ENSG00000099998	ENSG00000099998	
ENSG00000100023	23759	PPIL2	ENSG00000100023	ENSG00000100023	
ENSG00000100024	51733	UPB1	ENSG00000100024	ENSG00000100024	
ENSG00000100030	5594	MAPK1	ENSG00000100030	ENSG00000100030	
ENSG00000100031	2678	GGT1	ENSG00000100031	ENSG00000100031	
ENSG00000100033	5625	PRODH	ENSG00000100033	ENSG00000100033	
ENSG00000100034	9647	PPM1F	ENSG00000100034	ENSG00000100034	
ENSG00000100075	6576	SLC25A1	ENSG00000100075	ENSG00000100075	
ENSG00000100077	157	ADRBK2	ENSG00000100077	ENSG00000100077	
ENSG00000100078	50487	PLA2G3	ENSG00000100078	ENSG00000100078	
ENSG00000100092	23616	SH3BP1	ENSG00000100092	ENSG00000100092	
ENSG00000100101		RP1-37E16.12	ENSG00000100101	ENSG00000100101	
ENSG00000100116	23464	GCAT	ENSG00000100116	ENSG00000100116	
ENSG00000100121	91227	GGTLC2	ENSG00000100121	ENSG00000100121	
ENSG00000100142	5435	POLR2F	ENSG00000100142	ENSG00000100142	
ENSG00000100156	23539	SLC16A8	ENSG00000100156	ENSG00000100156	
ENSG00000100170	6523	SLC5A1	ENSG00000100170	ENSG00000100170	
ENSG00000100197	1565	CYP2D6	ENSG00000100197	ENSG00000100197	
ENSG00000100201	10521	DDX17	ENSG00000100201	ENSG00000100201	
ENSG00000100243	1727	CYB5R3	ENSG00000100243	ENSG00000100243	
ENSG00000100253	55586	MIOX	ENSG00000100253	ENSG00000100253	
ENSG00000100288	1120	CHKB	ENSG00000100288	ENSG00000100288	
ENSG00000100292	3162	HMOX1	ENSG00000100292	ENSG00000100292	
ENSG00000100294	27349	MCAT	ENSG00000100294	ENSG00000100294	
ENSG00000100297	4174	MCM5	ENSG00000100297	ENSG00000100297	
ENSG00000100299	410	ARSA	ENSG00000100299	ENSG00000100299	
ENSG00000100330	8897	MTMR3	ENSG00000100330	ENSG00000100330	
ENSG00000100344	80339	PNPLA3	ENSG00000100344	ENSG00000100344	
ENSG00000100354	23112	TNRC6B	ENSG00000100354	ENSG00000100354	
ENSG00000100372	10478	SLC25A17	ENSG00000100372	ENSG00000100372	
ENSG00000100393	2033	EP300	ENSG00000100393	ENSG00000100393	
ENSG00000100412	50	ACO2	ENSG00000100412	ENSG00000100412	
ENSG00000100413	171568	POLR3H	ENSG00000100413	ENSG00000100413	
ENSG00000100416	55687	TRMU	ENSG00000100416	ENSG00000100416	
ENSG00000100417	5372	PMM1	ENSG00000100417	ENSG00000100417	
ENSG00000100422	64781	CERK	ENSG00000100422	ENSG00000100422	
ENSG00000100442	2287	FKBP3	ENSG00000100442	ENSG00000100442	
ENSG00000100448	1511	CTSG	ENSG00000100448	ENSG00000100448	
ENSG00000100462	10419	PRMT5	ENSG00000100462	ENSG00000100462	
ENSG00000100479	5427	POLE2	ENSG00000100479	ENSG00000100479	
ENSG00000100483	79609	METTL21D	ENSG00000100483	ENSG00000100483	
ENSG00000100490	8814	CDKL1	ENSG00000100490	ENSG00000100490	
ENSG00000100504	5836	PYGL	ENSG00000100504	ENSG00000100504	
ENSG00000100522	64841	GNPNAT1	ENSG00000100522	ENSG00000100522	
ENSG00000100526	1033	CDKN3	ENSG00000100526	ENSG00000100526	
ENSG00000100554	51382	ATP6V1D	ENSG00000100554	ENSG00000100554	
ENSG00000100564	5283	PIGH	ENSG00000100564	ENSG00000100564	
ENSG00000100577	2954	GSTZ1	ENSG00000100577	ENSG00000100577	
ENSG00000100596	9517	SPTLC2	ENSG00000100596	ENSG00000100596	
ENSG00000100600	5641	LGMN	ENSG00000100600	ENSG00000100600	
ENSG00000100605	3705	ITPK1	ENSG00000100605	ENSG00000100605	
ENSG00000100614	5494	PPM1A	ENSG00000100614	ENSG00000100614	
ENSG00000100626	57452	GALNT16	ENSG00000100626	ENSG00000100626	
ENSG00000100644	3091	HIF1A	ENSG00000100644	ENSG00000100644	
ENSG00000100652	6554	SLC10A1	ENSG00000100652	ENSG00000100652	
ENSG00000100678	6547	SLC8A3	ENSG00000100678	ENSG00000100678	
ENSG00000100714	4522	MTHFD1	ENSG00000100714	ENSG00000100714	
ENSG00000100749	7443	VRK1	ENSG00000100749	ENSG00000100749	
ENSG00000100784	9252	RPS6KA5	ENSG00000100784	ENSG00000100784	
ENSG00000100814	57820	CCNB1IP1	ENSG00000100814	ENSG00000100814	
ENSG00000100867	10202	DHRS2	ENSG00000100867	ENSG00000100867	
ENSG00000100888	57680	CHD8	ENSG00000100888	ENSG00000100888	
ENSG00000100889	5106	PCK2	ENSG00000100889	ENSG00000100889	
ENSG00000100938	51292	GMPR2	ENSG00000100938	ENSG00000100938	
ENSG00000100979	5360	PLTP	ENSG00000100979	ENSG00000100979	
ENSG00000100983	2937	GSS	ENSG00000100983	ENSG00000100983	
ENSG00000100994	5834	PYGB	ENSG00000100994	ENSG00000100994	
ENSG00000100997	26090	ABHD12	ENSG00000100997	ENSG00000100997	
ENSG00000101049	10110	SGK2	ENSG00000101049	ENSG00000101049	
ENSG00000101109	6789	STK4	ENSG00000101109	ENSG00000101109	
ENSG00000101160	1522	CTSZ	ENSG00000101160	ENSG00000101160	
ENSG00000101187	28231	SLCO4A1	ENSG00000101187	ENSG00000101187	
ENSG00000101210	1917	EEF1A2	ENSG00000101210	ENSG00000101210	
ENSG00000101213	5753	PTK6	ENSG00000101213	ENSG00000101213	
ENSG00000101224	994	CDC25B	ENSG00000101224	ENSG00000101224	
ENSG00000101247	79133	NDUFAF5	ENSG00000101247	ENSG00000101247	
ENSG00000101255	57761	TRIB3	ENSG00000101255	ENSG00000101255	
ENSG00000101266	1457	CSNK2A1	ENSG00000101266	ENSG00000101266	
ENSG00000101290	8760	CDS2	ENSG00000101290	ENSG00000101290	
ENSG00000101306	85366	MYLK2	ENSG00000101306	ENSG00000101306	
ENSG00000101323	54363	HAO1	ENSG00000101323	ENSG00000101323	
ENSG00000101333	5332	PLCB4	ENSG00000101333	ENSG00000101333	
ENSG00000101336	3055	HCK	ENSG00000101336	ENSG00000101336	
ENSG00000101349	57144	PAK7	ENSG00000101349	ENSG00000101349	
ENSG00000101350	9371	KIF3B	ENSG00000101350	ENSG00000101350	
ENSG00000101365	3420	IDH3B	ENSG00000101365	ENSG00000101365	
ENSG00000101438	140679	SLC32A1	ENSG00000101438	ENSG00000101438	
ENSG00000101444	191	AHCY	ENSG00000101444	ENSG00000101444	
ENSG00000101452	60625	DHX35	ENSG00000101452	ENSG00000101452	
ENSG00000101464	128869	PIGU	ENSG00000101464	ENSG00000101464	
ENSG00000101473	10005	ACOT8	ENSG00000101473	ENSG00000101473	
ENSG00000101557	9097	USP14	ENSG00000101557	ENSG00000101557	
ENSG00000101558	9218	VAPA	ENSG00000101558	ENSG00000101558	
ENSG00000101574	64863	METTL4	ENSG00000101574	ENSG00000101574	
ENSG00000101577	9663	LPIN2	ENSG00000101577	ENSG00000101577	
ENSG00000101638	29906	ST8SIA5	ENSG00000101638	ENSG00000101638	
ENSG00000101654	8731	RNMT	ENSG00000101654	ENSG00000101654	
ENSG00000101670	9388	LIPG	ENSG00000101670	ENSG00000101670	
ENSG00000101695	54941	RNF125	ENSG00000101695	ENSG00000101695	
ENSG00000101751	11201	POLI	ENSG00000101751	ENSG00000101751	
ENSG00000101752	57534	MIB1	ENSG00000101752	ENSG00000101752	
ENSG00000101782	8780	RIOK3	ENSG00000101782	ENSG00000101782	
ENSG00000101846	412	STS	ENSG00000101846	ENSG00000101846	
ENSG00000101849	6907	TBL1X	ENSG00000101849	ENSG00000101849	
ENSG00000101868	5422	POLA1	ENSG00000101868	ENSG00000101868	
ENSG00000101871	4281	MID1	ENSG00000101871	ENSG00000101871	
ENSG00000101890	2986	GUCY2F	ENSG00000101890	ENSG00000101890	
ENSG00000101892	23439	ATP1B4	ENSG00000101892	ENSG00000101892	
ENSG00000101901	79868	ALG13	ENSG00000101901	ENSG00000101901	
ENSG00000101911	5634	PRPS2	ENSG00000101911	ENSG00000101911	
ENSG00000101945	6839	SUV39H1	ENSG00000101945	ENSG00000101945	
ENSG00000101974	286410	ATP11C	ENSG00000101974	ENSG00000101974	
ENSG00000101986	215	ABCD1	ENSG00000101986	ENSG00000101986	
ENSG00000102010	660	BMX	ENSG00000102010	ENSG00000102010	
ENSG00000102030	8260	NAA10	ENSG00000102030	ENSG00000102030	
ENSG00000102032	5973	RENBP	ENSG00000102032	ENSG00000102032	
ENSG00000102043	55613	MTMR8	ENSG00000102043	ENSG00000102043	
ENSG00000102069	389898	UBE2NL	ENSG00000276380	ENSG00000276380	ubiquitin conjugating enzyme E2 N like (gene/pseudogene) [polymorphic pseudogene]
ENSG00000102078	9016	SLC25A14	ENSG00000102078	ENSG00000102078	
ENSG00000102096	11040	PIM2	ENSG00000102096	ENSG00000102096	
ENSG00000102100	7355	SLC35A2	ENSG00000102100	ENSG00000102100	
ENSG00000102125	6901	TAZ	ENSG00000102125	ENSG00000102125	
ENSG00000102144	5230	PGK1	ENSG00000102144	ENSG00000102144	
ENSG00000102172	6611	SMS	ENSG00000102172	ENSG00000102172	
ENSG00000102225	5127	CDK16	ENSG00000102225	ENSG00000102225	
ENSG00000102226	8237	USP11	ENSG00000102226	ENSG00000102226	
ENSG00000102230	9468	PCYT1B	ENSG00000102230	ENSG00000102230	
ENSG00000102309	5303	PIN4	ENSG00000102309	ENSG00000102309	
ENSG00000102312	64840	PORCN	ENSG00000102312	ENSG00000102312	
ENSG00000102383	158866	ZDHHC15	ENSG00000102383	ENSG00000102383	
ENSG00000102393	2717	GLA	ENSG00000102393	ENSG00000102393	
ENSG00000102572	8428	STK24	ENSG00000102572	ENSG00000102572	
ENSG00000102575	54	ACP5	ENSG00000102575	ENSG00000102575	
ENSG00000102595	55757	UGGT2	ENSG00000102595	ENSG00000102595	
ENSG00000102699	143	PARP4	ENSG00000102699	ENSG00000102699	
ENSG00000102743	10166	SLC25A15	ENSG00000102743	ENSG00000102743	
ENSG00000102755	2321	FLT1	ENSG00000102755	ENSG00000102755	
ENSG00000102780	160851	DGKH	ENSG00000102780	ENSG00000102780	
ENSG00000102781	84056	KATNAL1	ENSG00000102781	ENSG00000102781	
ENSG00000102858	23295	MGRN1	ENSG00000102858	ENSG00000102858	
ENSG00000102882	5595	MAPK3	ENSG00000102882	ENSG00000102882	
ENSG00000102893	5257	PHKB	ENSG00000102893	ENSG00000102893	
ENSG00000102900	9688	NUP93	ENSG00000102900	ENSG00000102900	
ENSG00000102967	1723	DHODH	ENSG00000102967	ENSG00000102967	
ENSG00000102978	5432	POLR2C	ENSG00000102978	ENSG00000102978	
ENSG00000103024	4832	NME3	ENSG00000103024	ENSG00000103024	
ENSG00000103037	79918	SETD6	ENSG00000103037	ENSG00000103037	
ENSG00000103044	3038	HAS3	ENSG00000103044	ENSG00000103044	
ENSG00000103056	55512	SMPD3	ENSG00000103056	ENSG00000103056	
ENSG00000103064	9057	SLC7A6	ENSG00000103064	ENSG00000103064	
ENSG00000103066	23659	PLA2G15	ENSG00000103066	ENSG00000103066	
ENSG00000103150	23417	MLYCD	ENSG00000103150	ENSG00000103150	
ENSG00000103174	51172	NAGPA	ENSG00000103174	ENSG00000103174	
ENSG00000103194	9100	USP10	ENSG00000103194	ENSG00000103194	
ENSG00000103202	4833	NME4	ENSG00000103202	ENSG00000103202	
ENSG00000103222	4363	ABCC1	ENSG00000103222	ENSG00000103222	
ENSG00000103253	84264	HAGHL	ENSG00000103253	ENSG00000103253	
ENSG00000103257	8140	SLC7A5	ENSG00000103257	ENSG00000103257	
ENSG00000103266	10273	STUB1	ENSG00000103266	ENSG00000103266	
ENSG00000103275	7329	UBE2I	ENSG00000103275	ENSG00000103275	
ENSG00000103356	124454	EARS2	ENSG00000103356	ENSG00000103356	
ENSG00000103375	343	AQP8	ENSG00000103375	ENSG00000103375	
