genes	geneENSTID	geneENSPID	geneUniProtID	geneSymbols	geneEntrezID	geneNames	geneAliases	compartments	compDataSource
"ENSG00000009830"	"ENST00000683784;ENST00000682897;ENST00000261534;ENST00000554767;ENST00000452340;ENST00000556394;ENST00000682955;ENST00000683380;ENST00000682467;ENST00000602717;ENST00000682395;ENST00000682795;ENST00000682895;ENST00000682247;ENST00000684549;ENST00000684259;ENST00000555134;ENST00000683188;ENST00000684538;ENST00000682459;ENST00000555710;ENST00000556446;ENST00000683907;ENST00000682615;ENST00000682128;ENST00000684172;ENST00000683095;ENST00000556171;ENST00000683828;ENST00000682382;ENST00000682973;ENST00000682925;ENST00000682560;ENST00000554564;ENST00000683585;ENST00000682729;ENST00000683801;ENST00000682891;ENST00000684009;ENST00000684444;ENST00000554884;ENST00000553880;ENST00000557675;ENST00000556404;ENST00000682706;ENST00000683328;ENST00000556851;ENST00000684528;ENST00000683285;ENST00000683721;ENST00000684554;ENST00000557289;ENST00000683300;ENST00000683551;ENST00000683167;ENST00000683398;ENST00000553863;ENST00000556326;ENST00000556880;ENST00000554948;ENST00000682377;ENST00000555675;ENST00000684102;ENST00000684600;ENST00000555788;ENST00000557525;ENST00000684670;ENST00000684479;ENST00000684746;ENST00000684066;ENST00000684344;ENST00000684534"	"ENSP00000506889;ENSP00000507508;ENSP00000261534;ENSP00000451967;ENSP00000508062;ENSP00000487704;ENSP00000507574;ENSP00000507213;ENSP00000507734;ENSP00000451730;ENSP00000507754;ENSP00000506976;ENSP00000508391;ENSP00000508040;ENSP00000451651;ENSP00000507134;ENSP00000507975;ENSP00000508268;ENSP00000508294;ENSP00000507033;ENSP00000508119;ENSP00000507511;ENSP00000508096;ENSP00000507208;ENSP00000507918;ENSP00000507348;ENSP00000451115;ENSP00000507630;ENSP00000506751;ENSP00000507063;ENSP00000507167;ENSP00000508202;ENSP00000450630;ENSP00000507494;ENSP00000508113;ENSP00000507432"	"Q9UKY4"	"POMT2"	"29954"	"protein O-mannosyltransferase 2"	"LGMD2N"	"Endoplasmic reticulum;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000010256"	"ENST00000471189;ENST00000203407;ENST00000480561;ENST00000415995;ENST00000460105;ENST00000472438;ENST00000412343;ENST00000467690;ENST00000463708;ENST00000493806"	"ENSP00000203407;ENSP00000393696;ENSP00000388660"	"P31930"	"UQCRC1"	"7384"	"ubiquinol-cytochrome c reductase core protein 1"	"D3S3191;QCR1;UQCR1"	"Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000010379"	"ENST00000343164;ENST00000539668;ENST00000542379;ENST00000543722;ENST00000542947;ENST00000546319;ENST00000536842;ENST00000534887;ENST00000539260;ENST00000542272;ENST00000436453;ENST00000445055"	"ENSP00000339260;ENSP00000444606;ENSP00000437386;ENSP00000443466;ENSP00000389316;ENSP00000407104"	"Q9NSD5"	"SLC6A13"	"6540"	"solute carrier family 6 member 13"	"GAT2"	"Mitochondria;Cytosol;Nucleus"	"CellAtlas"
"ENSG00000010404"	"ENST00000340855;ENST00000466323;ENST00000370441;ENST00000490775;ENST00000464251;ENST00000466019;ENST00000428056;ENST00000521702"	"ENSP00000339801;ENSP00000418264;ENSP00000359470;ENSP00000428980;ENSP00000390241;ENSP00000429745"	"P22304"	"IDS"	"3423"	"iduronate 2-sulfatase"	"ID2S;SIDS"	"Lysosome"	"SwissProt"
"ENSG00000010932"	"ENST00000617670;ENST00000367750;ENST00000469112;ENST00000354841;ENST00000459868;ENST00000472893;ENST00000469711;ENST00000402921"	"ENSP00000481732;ENSP00000356724;ENSP00000491035;ENSP00000346901;ENSP00000385543"	"Q01740"	"FMO1"	"2326"	"flavin containing dimethylaniline monoxygenase 1"	""	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000011009"	"ENST00000374514;ENST00000420982;ENST00000374505;ENST00000495365;ENST00000374503;ENST00000374502;ENST00000492577;ENST00000421070;ENST00000374501;ENST00000472213"	"ENSP00000363638;ENSP00000409004;ENSP00000363629;ENSP00000363627;ENSP00000363626;ENSP00000388003;ENSP00000363625"	"O95372"	"LYPLA2"	"11313"	"lysophospholipase 2"	"APT-2"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000011083"	"ENST00000230671;ENST00000524041;ENST00000513403"	"ENSP00000230671;ENSP00000428200"	"Q99884"	"SLC6A7"	"6534"	"solute carrier family 6 member 7"	"PROT"	"Cell membrane"	"DeepLoc2"
"ENSG00000011198"	"ENST00000643520;ENST00000456453;ENST00000644371;ENST00000458276;ENST00000486764;ENST00000649763;ENST00000643140;ENST00000643500;ENST00000013894;ENST00000646378;ENST00000643477;ENST00000646799;ENST00000454293;ENST00000642351;ENST00000413300;ENST00000463153"	"ENSP00000391582;ENSP00000495778;ENSP00000390849;ENSP00000497701;ENSP00000495588;ENSP00000494735;ENSP00000013894;ENSP00000495826;ENSP00000496220;ENSP00000494829;ENSP00000412014;ENSP00000494478;ENSP00000392159;ENSP00000495570"	"Q8WTS1"	"ABHD5"	"51099"	"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"	"CGI-58;NCIE2"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000011275"	"ENST00000425013;ENST00000389902;ENST00000389900;ENST00000469375;ENST00000484458;ENST00000479541;ENST00000411812;ENST00000416985;ENST00000476345"	"ENSP00000404602;ENSP00000374552;ENSP00000374550;ENSP00000409837;ENSP00000396829"	"Q9NWF9"	"RNF216"	"54476"	"ring finger protein 216"	"TRIAD3;UBCE7IP1;ZIN"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000011405"	"ENST00000531428;ENST00000265970;ENST00000533645;ENST00000532035;ENST00000503729"	"ENSP00000265970;ENSP00000436244;ENSP00000436969"	"O00443"	"PIK3C2A"	"5286"	"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha"	"PI3K-C2alpha"	"Golgi apparatus;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000012232"	"ENST00000522725;ENST00000523149;ENST00000519288;ENST00000520940;ENST00000454906;ENST00000220562;ENST00000519886;ENST00000518223;ENST00000521532;ENST00000522698;ENST00000521473;ENST00000517738;ENST00000523271;ENST00000520679"	"ENSP00000428691;ENSP00000220562;ENSP00000431013;ENSP00000428352;ENSP00000429627;ENSP00000430652"	"O43909"	"EXTL3"	"2137"	"exostosin like glycosyltransferase 3"	"botv;REGR"	"Endoplasmic reticulum;Golgi apparatus"	"SwissProt"
"ENSG00000012660"	"ENST00000304434;ENST00000485336;ENST00000465983;ENST00000486973;ENST00000370913;ENST00000370918;ENST00000542638"	"ENSP00000306640;ENSP00000359951;ENSP00000359956;ENSP00000440728"	"Q9NYP7"	"ELOVL5"	"60481"	"ELOVL fatty acid elongase 5"	"dJ483K16.1;HELO1;SCA38"	"Endoplasmic reticulum"	"SwissProt;CellAtlas"
"ENSG00000012779"	"ENST00000374391;ENST00000483623;ENST00000475300;ENST00000493336;ENST00000481117;ENST00000498461;ENST00000542434;ENST00000612635"	"ENSP00000363512;ENSP00000437634;ENSP00000483803"	"P09917"	"ALOX5"	"240"	"arachidonate 5-lipoxygenase"	"5-LOX"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000012963"	"ENST00000554232;ENST00000556871;ENST00000553674;ENST00000013070;ENST00000555113;ENST00000553857;ENST00000555329"	"ENSP00000450645;ENSP00000451022;ENSP00000450470;ENSP00000013070;ENSP00000451051;ENSP00000451785;ENSP00000452488"	"Q8N806"	"UBR7"	"55148"	"ubiquitin protein ligase E3 component n-recognin 7"	"C14orf130"	"Nucleus"	"CellAtlas"
"ENSG00000013288"	"ENST00000285599;ENST00000504248;ENST00000505907;ENST00000504960;ENST00000510427"	"ENSP00000285599;ENSP00000423129;ENSP00000426273"	"Q9Y2E5"	"MAN2B2"	"23324"	"mannosidase alpha class 2B member 2"	"KIAA0935"	"Extracellular"	"DeepLoc2"
"ENSG00000013375"	"ENST00000504780;ENST00000513973;ENST00000512866;ENST00000650640;ENST00000616566;ENST00000283977;ENST00000651425;ENST00000651698;ENST00000650642;ENST00000651204;ENST00000652222;ENST00000506587;ENST00000509219;ENST00000652468;ENST00000507404;ENST00000510258;ENST00000505470;ENST00000507554;ENST00000605602;ENST00000508748;ENST00000503094;ENST00000515333"	"ENSP00000421154;ENSP00000424874;ENSP00000421565;ENSP00000498423;ENSP00000477539;ENSP00000283977;ENSP00000498986;ENSP00000498398;ENSP00000498516;ENSP00000498912;ENSP00000499141;ENSP00000425809;ENSP00000423389;ENSP00000499112;ENSP00000427420;ENSP00000423769;ENSP00000425558;ENSP00000474029;ENSP00000424865;ENSP00000422362"	"O95394"	"PGM3"	"5238"	"phosphoglucomutase 3"	"AGM1;DKFZP434B187;PAGM"	"Cytosol;Nucleus"	"CellAtlas"
"ENSG00000013392"	"ENST00000369724"	"ENSP00000358739"	"Q9UIY3"	"RWDD2A"	"112611"	"RWD domain containing 2A"	"dJ747H23.2;MGC13523;RWDD2"	"Cytosol"	"DeepLoc2"
"ENSG00000013503"	"ENST00000228347;ENST00000539066;ENST00000549569;ENST00000549195"	"ENSP00000228347;ENSP00000445721;ENSP00000448398"	"Q9NW08"	"POLR3B"	"55703"	"RNA polymerase III subunit B"	"C128;FLJ10388;RPC2"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000013561"	"ENST00000511961;ENST00000506822;ENST00000513019;ENST00000394520;ENST00000514620;ENST00000502341;ENST00000506938;ENST00000394514;ENST00000512565;ENST00000515613;ENST00000507163;ENST00000506004;ENST00000507291;ENST00000394519;ENST00000356143;ENST00000347642"	"ENSP00000423420;ENSP00000423273;ENSP00000421780;ENSP00000378028;ENSP00000420837;ENSP00000378022;ENSP00000426832;ENSP00000422650;ENSP00000422527;ENSP00000425361;ENSP00000423294;ENSP00000378027;ENSP00000348462;ENSP00000324956"	"Q9UBS8"	"RNF14"	"9604"	"ring finger protein 14"	"ARA54;HFB30;TRIAD2"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000014138"	"ENST00000265465;ENST00000527850;ENST00000532469;ENST00000532391;ENST00000527618;ENST00000525924;ENST00000533192;ENST00000534785"	"ENSP00000265465;ENSP00000432536;ENSP00000433952;ENSP00000434173"	"Q14181"	"POLA2"	"23649"	"DNA polymerase alpha 2, accessory subunit"	"FLJ21662"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000014257"	"ENST00000336375;ENST00000495911;ENST00000475741;ENST00000351273;ENST00000493235;ENST00000489084;ENST00000483689;ENST00000512463;ENST00000507647"	"ENSP00000337471;ENSP00000418366;ENSP00000417744;ENSP00000323036;ENSP00000422036"	"P15309"	"ACP3"	"55"	"acid phosphatase 3"	"ACP-3;ACPP;PAP;TM-PAP"	"Cytosol;Lysosome;Nucleus"	"SwissProt"
"ENSG00000014641"	"ENST00000485781;ENST00000544381;ENST00000409908;ENST00000442225;ENST00000233114;ENST00000539945;ENST00000409476;ENST00000485155;ENST00000436321;ENST00000462944;ENST00000454035;ENST00000472098;ENST00000421012;ENST00000432309;ENST00000484538;ENST00000495083"	"ENSP00000446395;ENSP00000386743;ENSP00000399004;ENSP00000233114;ENSP00000438144;ENSP00000386719;ENSP00000394504;ENSP00000409027;ENSP00000400937;ENSP00000410073"	"P40925"	"MDH1"	"4190"	"malate dehydrogenase 1"	""	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000015413"	"ENST00000570029;ENST00000421184;ENST00000565249;ENST00000564281;ENST00000568281;ENST00000393092;ENST00000561484;ENST00000261615;ENST00000564645"	"ENSP00000455916;ENSP00000397313;ENSP00000455142;ENSP00000376807;ENSP00000261615"	"P16444"	"DPEP1"	"1800"	"dipeptidase 1"	""	"Nucleus"	"CellAtlas"
"ENSG00000015520"	"ENST00000289547;ENST00000381160;ENST00000423141;ENST00000546276"	"ENSP00000289547;ENSP00000370552;ENSP00000404670;ENSP00000438033"	"Q9UHC9"	"NPC1L1"	"29881"	"NPC1 like intracellular cholesterol transporter 1"	"SLC65A2"	"Cytosol"	"SwissProt"
"ENSG00000015532"	"ENST00000017003;ENST00000509778;ENST00000507602;ENST00000376550;ENST00000511654;ENST00000574840;ENST00000571021"	"ENSP00000017003;ENSP00000425511;ENSP00000426501;ENSP00000365733;ENSP00000428350;ENSP00000460517"	"Q9H1B5"	"XYLT2"	"64132"	"xylosyltransferase 2"	"PXYLT2;XT-II"	"Golgi apparatus"	"SwissProt"
"ENSG00000016391"	"ENST00000315251;ENST00000481668;ENST00000467802"	"ENSP00000319851;ENSP00000418273;ENSP00000419863"	"Q8NE62"	"CHDH"	"55349"	"choline dehydrogenase"	""	"Mitochondria"	"DeepLoc2"
"ENSG00000016864"	"ENST00000266014;ENST00000478968;ENST00000394783;ENST00000491606;ENST00000481643;ENST00000484163;ENST00000463827;ENST00000480080;ENST00000485899;ENST00000479553;ENST00000497436;ENST00000497953;ENST00000487642;ENST00000464705;ENST00000463762"	"ENSP00000266014;ENSP00000419612;ENSP00000378263;ENSP00000418853;ENSP00000418300;ENSP00000417713;ENSP00000420286;ENSP00000419094;ENSP00000420462;ENSP00000417858"	"Q68CQ7"	"GLT8D1"	"55830"	"glycosyltransferase 8 domain containing 1"	"AD-017;FLJ14611"	"Mitochondria"	"CellAtlas"
"ENSG00000017260"	"ENST00000505330;ENST00000504381;ENST00000507488;ENST00000509150;ENST00000508532;ENST00000533801;ENST00000510168;ENST00000504948;ENST00000513801;ENST00000505072;ENST00000509662;ENST00000328560;ENST00000428331;ENST00000359644;ENST00000422190;ENST00000508297;ENST00000504612;ENST00000513636;ENST00000515854;ENST00000514654;ENST00000504571;ENST00000508660;ENST00000510774;ENST00000507194"	"ENSP00000423774;ENSP00000425320;ENSP00000421326;ENSP00000424783;ENSP00000432956;ENSP00000427461;ENSP00000423330;ENSP00000422872;ENSP00000427625;ENSP00000426849;ENSP00000329664;ENSP00000395809;ENSP00000352665;ENSP00000402677;ENSP00000421261;ENSP00000425228;ENSP00000422890;ENSP00000422489;ENSP00000424930;ENSP00000427087"	"P98194"	"ATP2C1"	"27032"	"ATPase secretory pathway Ca2+ transporting 1"	"ATP2C1A;BCPM;KIAA1347;PMR1;SPCA1"	"Golgi apparatus"	"SwissProt;CellAtlas"
"ENSG00000017483"	"ENST00000595796;ENST00000619100;ENST00000622196;ENST00000620913;ENST00000497336;ENST00000615300;ENST00000480105;ENST00000494034;ENST00000440085;ENST00000441948;ENST00000413668;ENST00000416711;ENST00000488083;ENST00000429543"	"ENSP00000471683;ENSP00000478807;ENSP00000484236;ENSP00000481291;ENSP00000482638;ENSP00000402988;ENSP00000407258;ENSP00000403976;ENSP00000389644;ENSP00000483716;ENSP00000416948"	"Q8WUX1"	"SLC38A5"	"92745"	"solute carrier family 38 member 5"	"JM24;SN2"	"Cytosol"	"CellAtlas"
"ENSG00000017797"	"ENST00000019317;ENST00000585015;ENST00000609094;ENST00000383432;ENST00000458039;ENST00000577221"	"ENSP00000019317;ENSP00000463693;ENSP00000492511;ENSP00000372924;ENSP00000411556;ENSP00000462549"	"Q15311"	"RALBP1"	"10928"	"ralA binding protein 1"	"RIP;RIP1;RLIP76"	"Mitochondria;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000018280"	"ENST00000468221;ENST00000233202;ENST00000473367;ENST00000465984;ENST00000539932;ENST00000354352;ENST00000481524;ENST00000494322;ENST00000471875;ENST00000469799;ENST00000492413;ENST00000475225;ENST00000469449;ENST00000483487;ENST00000460592;ENST00000490872;ENST00000490536;ENST00000468721"	"ENSP00000233202;ENSP00000484905;ENSP00000443435;ENSP00000346320;ENSP00000483970"	"P49279"	"SLC11A1"	"6556"	"solute carrier family 11 member 1"	"LSH;NRAMP;NRAMP1"	"Mitochondria;Nucleus"	"CellAtlas"
"ENSG00000018510"	"ENST00000680705;ENST00000680770;ENST00000637633;ENST00000679459;ENST00000681752;ENST00000460342;ENST00000680677;ENST00000680910;ENST00000680893;ENST00000681032;ENST00000679421;ENST00000681565;ENST00000409888;ENST00000264167;ENST00000642466;ENST00000680155;ENST00000679478;ENST00000681449;ENST00000681891;ENST00000679639;ENST00000681028;ENST00000680028;ENST00000679994;ENST00000680390;ENST00000681300"	"ENSP00000505536;ENSP00000490844;ENSP00000506137;ENSP00000504994;ENSP00000505929;ENSP00000505205;ENSP00000505620;ENSP00000386688;ENSP00000264167;ENSP00000494433;ENSP00000505333;ENSP00000506484;ENSP00000505342;ENSP00000506323;ENSP00000504957"	"O00116"	"AGPS"	"8540"	"alkylglycerone phosphate synthase"	"ADAP-S;ADAS;ADHAPS;ADPS;ALDHPSY"	"Peroxisome"	"SwissProt;CellAtlas"
"ENSG00000018625"	"ENST00000472488;ENST00000478587;ENST00000361216;ENST00000392233;ENST00000468587;ENST00000447527;ENST00000463989;ENST00000459972"	"ENSP00000354490;ENSP00000376066;ENSP00000411705"	"P50993"	"ATP1A2"	"477"	"ATPase Na+/K+ transporting subunit alpha 2"	"FHM2;MHP2"	"Cell membrane"	"DeepLoc2"
"ENSG00000019186"	"ENST00000216862;ENST00000395955;ENST00000460643;ENST00000395954;ENST00000487593;ENST00000472970"	"ENSP00000216862;ENSP00000379285;ENSP00000379284"	"Q07973"	"CYP24A1"	"1591"	"cytochrome P450 family 24 subfamily A member 1"	"CP24;CYP24;P450-CC24"	"Mitochondria;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000021461"	"ENST00000631161;ENST00000354829;ENST00000342499;ENST00000417625;ENST00000436834;ENST00000415413;ENST00000433277;ENST00000444905;ENST00000463915;ENST00000477658;ENST00000491648;ENST00000495115;ENST00000222382;ENST00000312017;ENST00000434806;ENST00000481362;ENST00000472352"	"ENSP00000486759;ENSP00000346887;ENSP00000345351;ENSP00000416581;ENSP00000415221;ENSP00000401521;ENSP00000400316;ENSP00000405557;ENSP00000222382;ENSP00000312110;ENSP00000411653"	"Q9HB55"	"CYP3A43"	"64816"	"cytochrome P450 family 3 subfamily A member 43"	""	"Endoplasmic reticulum;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000021488"	"ENST00000590341;ENST00000590465;ENST00000023064;ENST00000592232;ENST00000587772;ENST00000589659"	"ENSP00000464822;ENSP00000468076;ENSP00000023064;ENSP00000465563;ENSP00000468439"	"P82251"	"SLC7A9"	"11136"	"solute carrier family 7 member 9"	"CSNU3"	"Cell membrane"	"DeepLoc2"
"ENSG00000021826"	"ENST00000673510;ENST00000673630;ENST00000673711;ENST00000233072;ENST00000497163;ENST00000674074;ENST00000673698;ENST00000467353;ENST00000497121;ENST00000645825;ENST00000470791;ENST00000671984;ENST00000479988;ENST00000430249;ENST00000451903;ENST00000619804"	"ENSP00000500537;ENSP00000501073;ENSP00000501022;ENSP00000233072;ENSP00000501214;ENSP00000402608;ENSP00000406136;ENSP00000480517"	"P31327"	"CPS1"	"1373"	"carbamoyl-phosphate synthase 1"	""	"Mitochondria;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000023041"	"ENST00000626395;ENST00000682267;ENST00000683505;ENST00000369405;ENST00000682143;ENST00000682441;ENST00000684507;ENST00000681964;ENST00000683491;ENST00000682731;ENST00000682807;ENST00000684234;ENST00000684741;ENST00000682616;ENST00000683319;ENST00000682195;ENST00000682182;ENST00000683895;ENST00000684173;ENST00000682055;ENST00000369404;ENST00000482410;ENST00000471035;ENST00000682839;ENST00000684617;ENST00000682006"	"ENSP00000486105;ENSP00000507679;ENSP00000508215;ENSP00000358413;ENSP00000507009;ENSP00000507648;ENSP00000507541;ENSP00000508238;ENSP00000507676;ENSP00000507016;ENSP00000507345;ENSP00000507661;ENSP00000507445;ENSP00000507388;ENSP00000358412;ENSP00000508135"	"Q9H6R6"	"ZDHHC6"	"64429"	"zinc finger DHHC-type palmitoyltransferase 6"	"FLJ21952;ZNF376"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000023228"	"ENST00000233190;ENST00000423725;ENST00000457011;ENST00000440274;ENST00000449699;ENST00000432169;ENST00000498520;ENST00000456284;ENST00000454195;ENST00000455934"	"ENSP00000233190;ENSP00000397760;ENSP00000400976;ENSP00000409766;ENSP00000399912;ENSP00000409689;ENSP00000395553;ENSP00000389413;ENSP00000392709"	"P28331"	"NDUFS1"	"4719"	"NADH:ubiquinone oxidoreductase core subunit S1"	"CI-75k"	"Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000023330"	"ENST00000469224;ENST00000394965;ENST00000310271;ENST00000484952;ENST00000493402;ENST00000459884"	"ENSP00000417719;ENSP00000378416;ENSP00000309259;ENSP00000418779;ENSP00000417352;ENSP00000419423"	"P13196"	"ALAS1"	"211"	"5'-aminolevulinate synthase 1"	"ALAS;ALAS3"	"Nucleus;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000023572"	"ENST00000608166;ENST00000367439;ENST00000367440;ENST00000472197"	"ENSP00000494652;ENSP00000356409;ENSP00000356410"	"Q9NS18"	"GLRX2"	"51022"	"glutaredoxin 2"	"bA101E13.1;GRX2"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000023697"	"ENST00000428559;ENST00000526521;ENST00000524480;ENST00000531803;ENST00000528821;ENST00000532964;ENST00000533447;ENST00000526530;ENST00000530274;ENST00000532573"	"ENSP00000416583;ENSP00000435683;ENSP00000432633;ENSP00000433051;ENSP00000433801;ENSP00000436999;ENSP00000434973;ENSP00000431757"	"Q9Y315"	"DERA"	"51071"	"deoxyribose-phosphate aldolase"	"CGI-26;DEOC"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000023839"	"ENST00000648689;ENST00000647836;ENST00000647814;ENST00000648324;ENST00000649932;ENST00000370434;ENST00000649493;ENST00000496621;ENST00000649459;ENST00000648523"	"ENSP00000496972;ENSP00000497274;ENSP00000497248;ENSP00000498120;ENSP00000496847;ENSP00000497778"	"Q92887"	"ABCC2"	"1244"	"ATP binding cassette subfamily C member 2"	"CMOAT;cMRP;DJS;MRP2"	"Cell membrane;Lysosome"	"DeepLoc2"
"ENSG00000023909"	"ENST00000370238;ENST00000467772;ENST00000462183;ENST00000615724"	"ENSP00000359258;ENSP00000484507"	"P48507"	"GCLM"	"2730"	"glutamate-cysteine ligase modifier subunit"	"GLCLR"	"Cytosol;Nucleus"	"CellAtlas"
"ENSG00000024048"	"ENST00000372899;ENST00000372901;ENST00000372903"	"ENSP00000361990;ENSP00000361992;ENSP00000361994"	"Q8IWV8"	"UBR2"	"23304"	"ubiquitin protein ligase E3 component n-recognin 2"	"bA49A4.1;C6orf133;dJ392M17.3;KIAA0349"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000025423"	"ENST00000555159;ENST00000555805;ENST00000554643;ENST00000556650;ENST00000554150;ENST00000556481;ENST00000554155;ENST00000322165;ENST00000556875;ENST00000553476"	"ENSP00000450698;ENSP00000451753;ENSP00000451406;ENSP00000452103;ENSP00000452273;ENSP00000451497;ENSP00000318631"	"O14756"	"HSD17B6"	"8630"	"hydroxysteroid 17-beta dehydrogenase 6"	"HSE;RODH;SDR9C6"	"Nucleus"	"CellAtlas"
"ENSG00000025708"	"ENST00000651490;ENST00000252029;ENST00000395680;ENST00000395681;ENST00000487577;ENST00000395678;ENST00000476284;ENST00000425169;ENST00000652401;ENST00000650719;ENST00000651401;ENST00000652352;ENST00000651906;ENST00000487162;ENST00000652237;ENST00000651095;ENST00000651196"	"ENSP00000498433;ENSP00000252029;ENSP00000379037;ENSP00000379038;ENSP00000498844;ENSP00000379036;ENSP00000395875;ENSP00000498619;ENSP00000498276;ENSP00000499115;ENSP00000498579;ENSP00000499096"	"P19971"	"TYMP"	"1890"	"thymidine phosphorylase"	"ECGF1;MNGIE"	"Cytosol;Golgi apparatus;Nucleus"	"CellAtlas"
"ENSG00000025800"	"ENST00000373625;ENST00000471599;ENST00000469790;ENST00000446515"	"ENSP00000362728;ENSP00000474234;ENSP00000415677"	"O60684"	"KPNA6"	"23633"	"karyopherin subunit alpha 6"	"FLJ11249;IPOA7;KPNA7;MGC17918"	"Cytosol;Nucleus"	"CellAtlas"
"ENSG00000026652"	"ENST00000320285;ENST00000437165;ENST00000436279;ENST00000624499;ENST00000366905;ENST00000366911"	"ENSP00000314036;ENSP00000400211;ENSP00000413901;ENSP00000355872;ENSP00000355878"	"Q9NRZ5"	"AGPAT4"	"56895"	"1-acylglycerol-3-phosphate O-acyltransferase 4"	"dJ473J16.2;LPAAT-delta"	"Endoplasmic reticulum;Golgi apparatus;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000027847"	"ENST00000029410;ENST00000502420;ENST00000505433;ENST00000510761;ENST00000505468;ENST00000507061;ENST00000505145;ENST00000515353"	"ENSP00000029410;ENSP00000425591;ENSP00000423438;ENSP00000420886;ENSP00000423868"	"Q9UBV7"	"B4GALT7"	"11285"	"beta-1,4-galactosyltransferase 7"	"beta4Gal-T7;XGALT-1"	"Golgi apparatus"	"SwissProt"
"ENSG00000030066"	"ENST00000378460;ENST00000530326;ENST00000532773;ENST00000528071;ENST00000526569;ENST00000527750;ENST00000528501;ENST00000531016;ENST00000527126;ENST00000526870;ENST00000529863"	"ENSP00000367721;ENSP00000433590;ENSP00000432367;ENSP00000433964;ENSP00000431495"	"Q12769"	"NUP160"	"23279"	"nucleoporin 160"	"FLJ22583;KIAA0197"	"Nucleus"	"SwissProt"
"ENSG00000031698"	"ENST00000234677;ENST00000482384;ENST00000477544;ENST00000369923;ENST00000471705;ENST00000468588"	"ENSP00000234677;ENSP00000358939"	"P49591"	"SARS1"	"6301"	"seryl-tRNA synthetase 1"	"SARS;SERS"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
